Categoría 1	Descripción (categoría 1)	Categoría 2	Descripción (categoría 2)	Categoría 3	Descripción (categoría 3)	Categoría 4	Descripción (categoría 4)	Categoría 5	Descripción (categoría 5)	Categoría 6	Descripción (categoría 6)	Categoría 7	Descripción (categoría 7)	Categoría 8	Descripción (categoría 8)	Categoría 9	Descripción (categoría 9)	Impuesto	Nota explicativa 1. Incluye	Nota explicativa 2. Excluye
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0111	Trigo	01111	Trigo, para siembra (semillas)	0111100	Trigo, para siembra (semillas)	011110000	Trigo, para siembra (semillas)	01111000001	Trigo duro, para siembra (semillas)	0111100000100	Trigo duro, para siembra (semillas)	1%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0111	Trigo	01111	Trigo, para siembra (semillas)	0111100	Trigo, para siembra (semillas)	011110000	Trigo, para siembra (semillas)	01111000099	Trigo, para siembra (semillas), excepto duro	0111100009900	Trigo, para siembra (semillas), excepto duro	1%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0111	Trigo	01112	Trigo, excepto para siembra	0111200	Trigo, excepto para siembra	011120000	Trigo, excepto para siembra	01112000001	Trigo duro, excepto para siembra	0111200000100	Trigo duro, excepto para siembra	1%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0111	Trigo	01112	Trigo, excepto para siembra	0111200	Trigo, excepto para siembra	011120000	Trigo, excepto para siembra	01112000002	Trigo, para producción de alimento para animales 	0111200000200	Trigo, para producción de alimento para animales 	1%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0111	Trigo	01112	Trigo, excepto para siembra	0111200	Trigo, excepto para siembra	011120000	Trigo, excepto para siembra	01112000099	Trigo, n.c.p.	0111200009900	Trigo, n.c.p.	1%	"i) Trigo de primavera
ii) Trigo de invierno
iii) Trigo blando
iv) Trigo rojo y blanco
v) Trigo durum"	
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0112	Maíz	01121	Maíz, para siembra (semillas)	0112100	Maíz, para siembra (semillas)	011210000	Maíz, para siembra (semillas)	01121000000	Maíz, para siembra (semillas)	0112100000000	Maíz, para siembra (semillas)	1%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0112	Maíz	01122	Maíz, excepto para siembra	0112201	Maíz blanco 	011220101	Maíz blanco, desgranado, seco	01122010101	Maíz blanco, desgranado, seco, para consumo humano	0112201010100	Maíz blanco, desgranado, seco, para consumo humano	1%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0112	Maíz	01122	Maíz, excepto para siembra	0112201	Maíz blanco 	011220101	Maíz blanco, desgranado, seco	01122010102	Maíz blanco, desgranado, seco, para producción de alimento para animales	0112201010200	Maíz blanco, desgranado, seco, para producción de alimento para animales	1%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0112	Maíz	01122	Maíz, excepto para siembra	0112201	Maíz blanco 	011220102	Maíz blanco, en mazorca, seco	01122010201	Maíz blanco, en mazorca, seco, para consumo humano	0112201020100	Maíz blanco, en mazorca, seco, para consumo humano	1%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0112	Maíz	01122	Maíz, excepto para siembra	0112201	Maíz blanco 	011220102	Maíz blanco, en mazorca, seco	01122010202	Maíz blanco, en mazorca, seco, para producción de alimento para animales	0112201020200	Maíz blanco, en mazorca, seco, para producción de alimento para animales	1%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0112	Maíz	01122	Maíz, excepto para siembra	0112202	Maíz amarillo 	011220201	Maíz amarillo, desgranado, seco	01122020101	Maíz amarillo, desgranado, seco, para consumo humano	0112202010100	Maíz amarillo, desgranado, seco, para consumo humano	1%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0112	Maíz	01122	Maíz, excepto para siembra	0112202	Maíz amarillo 	011220201	Maíz amarillo, desgranado, seco	01122020102	Maíz amarillo, desgranado, seco, para producción de alimento para animales	0112202010200	Maíz amarillo, desgranado, seco, para producción de alimento para animales	1%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0112	Maíz	01122	Maíz, excepto para siembra	0112202	Maíz amarillo 	011220202	Maíz amarillo, en mazorca, seco	01122020201	Maíz amarillo, en mazorca, seco, para consumo humano	0112202020100	Maíz amarillo, en mazorca, seco, para consumo humano	1%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0112	Maíz	01122	Maíz, excepto para siembra	0112202	Maíz amarillo 	011220202	Maíz amarillo, en mazorca, seco	01122020202	Maíz amarillo, en mazorca, seco, para producción de alimento para animales	0112202020200	Maíz amarillo, en mazorca, seco, para producción de alimento para animales	1%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0112	Maíz	01122	Maíz, excepto para siembra	0112203	Maíz palomero tipo "pop"	011220301	Maíz palomero tipo "pop", desgranado, seco	01122030100	Maíz palomero tipo "pop", desgranado, seco	0112203010000	Maíz palomero tipo "pop", desgranado, seco	1%	Maíz para palomitas, sin ningún ingrediente adicional	
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0112	Maíz	01122	Maíz, excepto para siembra	0112203	Maíz palomero tipo "pop"	011220302	Maíz palomero tipo "pop", en mazorca, seco	01122030200	Maíz palomero tipo "pop", en mazorca, seco	0112203020000	Maíz palomero tipo "pop", en mazorca, seco	1%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0112	Maíz	01122	Maíz, excepto para siembra	0112299	Maíz, n.c.p.	011229901	Maíz, desgranado, seco, n.c.p.	01122990101	Maíz, desgranado, seco, para consumo humano, n.c.p.	0112299010100	Maíz, desgranado, seco, para consumo humano, n.c.p.	1%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0112	Maíz	01122	Maíz, excepto para siembra	0112299	Maíz, n.c.p.	011229901	Maíz, desgranado, seco, n.c.p.	01122990102	Maíz, desgranado, seco, para producción de alimento para animales, n.c.p.	0112299010200	Maíz, desgranado, seco, para producción de alimento para animales, n.c.p.	1%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0112	Maíz	01122	Maíz, excepto para siembra	0112299	Maíz, n.c.p.	011229902	Maíz, en mazorca, seco, n.c.p.	01122990201	Maíz, en mazorca, seco, para consumo humano, n.c.p.	0112299020100	Maíz, en mazorca, seco, para consumo humano, n.c.p.	1%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0112	Maíz	01122	Maíz, excepto para siembra	0112299	Maíz, n.c.p.	011229902	Maíz, en mazorca, seco, n.c.p.	01122990202	Maíz, en mazorca, seco, para producción de alimento para animales, n.c.p.	0112299020200	Maíz, en mazorca, seco, para producción de alimento para animales, n.c.p.	1%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0113	Arroz	01131	Arroz, para siembra (semillas)	0113100	Arroz, para siembra (semillas)	011310000	Arroz, para siembra (semillas)	01131000000	Arroz, para siembra (semillas)	0113100000000	Arroz, para siembra (semillas)	1%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0113	Arroz	01132	Arroz con cáscara (no descascarillado), excepto para siembra	0113200	Arroz con cáscara (no descascarillado), excepto para siembra	011320000	Arroz con cáscara (no descascarillado), excepto para siembra	01132000000	Arroz con cáscara (no descascarillado), excepto para siembra	0113200000000	Arroz con cáscara (no descascarillado), excepto para siembra	1%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0114	Sorgo	01141	Sorgo, para siembra (semillas)	0114100	Sorgo, para siembra (semillas)	011410000	Sorgo, para siembra (semillas)	01141000000	Sorgo, para siembra (semillas)	0114100000000	Sorgo, para siembra (semillas)	1%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0114	Sorgo	01142	Sorgo, excepto para siembra	0114200	Sorgo, excepto para siembra	011420000	Sorgo, excepto para siembra	01142000001	Sorgo, para producción de alimento para animales	0114200000100	Sorgo, para producción de alimento para animales	1%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0114	Sorgo	01142	Sorgo, excepto para siembra	0114200	Sorgo, excepto para siembra	011420000	Sorgo, excepto para siembra	01142000099	Sorgo, n.c.p.	0114200009900	Sorgo, n.c.p.	1%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0115	Cebada	01151	Cebada, para siembra (semillas)	0115100	Cebada, para siembra (semillas)	011510000	Cebada, para siembra (semillas)	01151000000	Cebada, para siembra (semillas)	0115100000000	Cebada, para siembra (semillas)	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0115	Cebada	01152	Cebada, excepto para siembra	0115200	Cebada, excepto para siembra	011520000	Cebada, excepto para siembra	01152000000	Cebada, excepto para siembra	0115200000000	Cebada, excepto para siembra	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0116	Centeno	01161	Centeno, para siembra (semillas)	0116100	Centeno, para siembra (semillas)	011610000	Centeno, para siembra (semillas)	01161000000	Centeno, para siembra (semillas)	0116100000000	Centeno, para siembra (semillas)	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0116	Centeno	01162	Centeno, excepto para siembra	0116200	Centeno, excepto para siembra	011620000	Centeno, excepto para siembra	01162000000	Centeno, excepto para siembra	0116200000000	Centeno, excepto para siembra	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0117	Avena	01171	Avena, para siembra (semillas)	0117100	Avena, para siembra (semillas)	011710000	Avena, para siembra (semillas)	01171000000	Avena, para siembra (semillas)	0117100000000	Avena, para siembra (semillas)	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0117	Avena	01172	Avena, excepto para siembra	0117200	Avena, excepto para siembra	011720000	Avena, excepto para siembra	01172000000	Avena, excepto para siembra	0117200000000	Avena, excepto para siembra	1%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0118	Mijo	01181	Mijo, para siembra (semillas)	0118100	Mijo, para siembra (semillas)	011810000	Mijo, para siembra (semillas)	01181000000	Mijo, para siembra (semillas)	0118100000000	Mijo, para siembra (semillas)	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0118	Mijo	01182	Mijo, excepto para siembra	0118200	Mijo, excepto para siembra	011820000	Mijo, excepto para siembra	01182000000	Mijo, excepto para siembra	0118200000000	Mijo, excepto para siembra	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0119	Otros cereales	01191	Triticale (híbrido entre trigo y centeno)	0119100	Triticale (híbrido entre trigo y centeno)	011910000	Triticale (híbrido entre trigo y centeno)	01191000001	Triticale, para siembra (semillas)	0119100000100	Triticale, para siembra (semillas)	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0119	Otros cereales	01191	Triticale (híbrido entre trigo y centeno)	0119100	Triticale (híbrido entre trigo y centeno)	011910000	Triticale (híbrido entre trigo y centeno)	01191000099	Triticale, excepto para siembra	0119100009900	Triticale, excepto para siembra	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0119	Otros cereales	01192	Trigo negro o sarraceno (alforfón)	0119200	Trigo negro o sarraceno (alforfón)	011920000	Trigo negro o sarraceno (alforfón)	01192000001	Trigo negro o sarraceno (alforfón), para siembra (semillas)	0119200000100	Trigo negro o sarraceno (alforfón), para siembra (semillas)	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0119	Otros cereales	01192	Trigo negro o sarraceno (alforfón)	0119200	Trigo negro o sarraceno (alforfón)	011920000	Trigo negro o sarraceno (alforfón)	01192000099	Trigo negro o sarraceno (alforfón), excepto para siembra	0119200009900	Trigo negro o sarraceno (alforfón), excepto para siembra	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0119	Otros cereales	01193	Mijo fonio (cereal africano)	0119300	Mijo fonio (cereal africano)	011930000	Mijo fonio (cereal africano)	01193000001	Mijo fonio (cereal africano), para siembra (semillas)	0119300000100	Mijo fonio (cereal africano), para siembra (semillas)	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0119	Otros cereales	01193	Mijo fonio (cereal africano)	0119300	Mijo fonio (cereal africano)	011930000	Mijo fonio (cereal africano)	01193000099	Mijo fonio (cereal africano), excepto para siembra	0119300009900	Mijo fonio (cereal africano), excepto para siembra	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0119	Otros cereales	01194	Quinoa	0119400	Quinoa	011940000	Quinoa	01194000001	Quinoa, para siembra	0119400000100	Quinoa, para siembra	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0119	Otros cereales	01194	Quinoa	0119400	Quinoa	011940000	Quinoa	01194000099	Quinoa, excepto para siembra	0119400009900	Quinoa, excepto para siembra	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0119	Otros cereales	01195	Alpiste	0119500	Alpiste	011950000	Alpiste	01195000001	Alpiste, para siembra	0119500000100	Alpiste, para siembra	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0119	Otros cereales	01195	Alpiste	0119500	Alpiste	011950000	Alpiste	01195000099	Alpiste, excepto para siembra	0119500009900	Alpiste, excepto para siembra	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0119	Otros cereales	01199	Cereales, n.c.p.	0119900	Cereales, n.c.p.	011990000	Cereales, n.c.p.	01199000001	Cereales, para siembra, n.c.p.	0119900000100	Cereales, para siembra, n.c.p.	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	011	Cereales	0119	Otros cereales	01199	Cereales, n.c.p.	0119900	Cereales, n.c.p.	011990000	Cereales, n.c.p.	01199000099	Cereales, excepto para siembra, n.c.p.	0119900009900	Cereales, excepto para siembra, n.c.p.	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	012	Vegetales	0121	Vegetales de hoja o tallo	01211	Espárragos, frescos o refrigerados	0121100	Espárragos, frescos o refrigerados	012110000	Espárragos, frescos o refrigerados	01211000000	Espárragos, frescos o refrigerados	0121100000000	Espárragos, frescos o refrigerados	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	012	Vegetales	0121	Vegetales de hoja o tallo	01212	Repollos y colinabos, frescos o refrigerados	0121201	Col o colinabo, fresco o refrigerado	012120101	Col o colinabo orgánico, fresco o refrigerado	01212010100	Col o colinabo orgánico, fresco o refrigerado	0121201010000	Col o colinabo orgánico, fresco o refrigerado	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	012	Vegetales	0121	Vegetales de hoja o tallo	01212	Repollos y colinabos, frescos o refrigerados	0121201	Col o colinabo, fresco o refrigerado	012120102	Col o colinabo (excepto orgánico), fresco o refrigerado	01212010201	Col china, fresca o refrigerada	0121201020100	Col china, fresca o refrigerada	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	012	Vegetales	0121	Vegetales de hoja o tallo	01212	Repollos y colinabos, frescos o refrigerados	0121201	Col o colinabo, fresco o refrigerado	012120102	Col o colinabo (excepto orgánico), fresco o refrigerado	01212010202	Col forrajera (berza), fresca o refrigerada	0121201020200	Col forrajera (berza), fresca o refrigerada	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	012	Vegetales	0121	Vegetales de hoja o tallo	01212	Repollos y colinabos, frescos o refrigerados	0121201	Col o colinabo, fresco o refrigerado	012120102	Col o colinabo (excepto orgánico), fresco o refrigerado	01212010203	Col de Bruselas, fresca o refrigerada	0121201020300	Col de Bruselas, fresca o refrigerada	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	012	Vegetales	0121	Vegetales de hoja o tallo	01212	Repollos y colinabos, frescos o refrigerados	0121201	Col o colinabo, fresco o refrigerado	012120102	Col o colinabo (excepto orgánico), fresco o refrigerado	01212010204	Colinabo, fresco o refrigerado	0121201020400	Colinabo, fresco o refrigerado	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	012	Vegetales	0121	Vegetales de hoja o tallo	01212	Repollos y colinabos, frescos o refrigerados	0121201	Col o colinabo, fresco o refrigerado	012120102	Col o colinabo (excepto orgánico), fresco o refrigerado	01212010205	Col crespa (Kale), fresca o refrigerada	0121201020500	Col crespa (Kale), fresca o refrigerada	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	012	Vegetales	0121	Vegetales de hoja o tallo	01212	Repollos y colinabos, frescos o refrigerados	0121202	Repollos, frescos o refrigerados	012120201	Repollo orgánico, frescos o refrigerados	01212020101	Repollo blanco orgánico, fresco o refrigerado	0121202010100	Repollo blanco orgánico, fresco o refrigerado	1%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	012	Vegetales	0121	Vegetales de hoja o tallo	01212	Repollos y colinabos, frescos o refrigerados	0121202	Repollos, frescos o refrigerados	012120201	Repollo orgánico, frescos o refrigerados	01212020199	Repollo orgánico, fresco o refrigerado, n.c.p.	0121202019900	Repollo orgánico, fresco o refrigerado, n.c.p.	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	012	Vegetales	0121	Vegetales de hoja o tallo	01212	Repollos y colinabos, frescos o refrigerados	0121202	Repollos, frescos o refrigerados	012120202	Repollo (excepto orgánico), frescos o refrigerados	01212020201	Repollo blanco, fresco o refrigerado	0121202020100	Repollo blanco, fresco o refrigerado	1%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	012	Vegetales	0121	Vegetales de hoja o tallo	01212	Repollos y colinabos, frescos o refrigerados	0121202	Repollos, frescos o refrigerados	012120202	Repollo (excepto orgánico), frescos o refrigerados	01212020202	Repollo morado, fresco o refrigerado	0121202020200	Repollo morado, fresco o refrigerado	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	012	Vegetales	0121	Vegetales de hoja o tallo	01212	Repollos y colinabos, frescos o refrigerados	0121202	Repollos, frescos o refrigerados	012120202	Repollo (excepto orgánico), frescos o refrigerados	01212020299	Repollo, fresco o refrigerado, n.c.p.	0121202029900	Repollo, fresco o refrigerado, n.c.p.	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	012	Vegetales	0121	Vegetales de hoja o tallo	01213	Coliflores y brócolis, frescas o refrigeradas	0121301	Brócoli, fresco o refrigerado	012130101	Brócoli orgánico, fresco o refrigerado	01213010101	Brócoli chino orgánico, fresco o refrigerado	0121301010100	Brócoli chino orgánico, fresco o refrigerado	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	012	Vegetales	0121	Vegetales de hoja o tallo	01213	Coliflores y brócolis, frescas o refrigeradas	0121301	Brócoli, fresco o refrigerado	012130101	Brócoli orgánico, fresco o refrigerado	01213010199	Brócoli orgánico, fresco o refrigerado, n.c.p.	0121301019900	Brócoli orgánico, fresco o refrigerado, n.c.p.	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	012	Vegetales	0121	Vegetales de hoja o tallo	01213	Coliflores y brócolis, frescas o refrigeradas	0121301	Brócoli, fresco o refrigerado	012130102	Brócoli (excepto orgánico), fresco o refrigerado	01213010201	Brócoli chino, fresco o refrigerado	0121301020100	Brócoli chino, fresco o refrigerado	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	012	Vegetales	0121	Vegetales de hoja o tallo	01213	Coliflores y brócolis, frescas o refrigeradas	0121301	Brócoli, fresco o refrigerado	012130102	Brócoli (excepto orgánico), fresco o refrigerado	01213010299	Brócoli, fresco o refrigerado, n.c.p.	0121301029900	Brócoli, fresco o refrigerado, n.c.p.	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	012	Vegetales	0121	Vegetales de hoja o tallo	01213	Coliflores y brócolis, frescas o refrigeradas	0121302	Coliflor, frescas o refrigeradas	012130201	Coliflor orgánica, fresca o refrigerada	01213020100	Coliflor orgánica, fresca o refrigerada	0121302010000	Coliflor orgánica, fresca o refrigerada	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	012	Vegetales	0121	Vegetales de hoja o tallo	01213	Coliflores y brócolis, frescas o refrigeradas	0121302	Coliflor, frescas o refrigeradas	012130202	Coliflor (excepto orgánico), frescas o refrigeradas	01213020200	Coliflor (excepto orgánico), frescas o refrigeradas	0121302020000	Coliflor (excepto orgánico), frescas o refrigeradas	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	012	Vegetales	0121	Vegetales de hoja o tallo	01214	Lechugas y achicorias, frescas o refrigeradas	0121401	Achicoria, fresca o refrigerada	012140101	Achicoria orgánica, fresca o refrigerada	01214010101	Endibia orgánica, fresca o refrigerada	0121401010100	Endibia orgánica, fresca o refrigerada	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	012	Vegetales	0121	Vegetales de hoja o tallo	01214	Lechugas y achicorias, frescas o refrigeradas	0121401	Achicoria, fresca o refrigerada	012140101	Achicoria orgánica, fresca o refrigerada	01214010199	Achicoria orgánica, fresca o refrigerada, n.c.p.	0121401019900	Achicoria orgánica, fresca o refrigerada, n.c.p.	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	012	Vegetales	0121	Vegetales de hoja o tallo	01214	Lechugas y achicorias, frescas o refrigeradas	0121401	Achicoria, fresca o refrigerada	012140102	Achicoria (excepto orgánica), fresca o refrigerada	01214010201	Endibia, fresca o refrigerada	0121401020100	Endibia, fresca o refrigerada	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	012	Vegetales	0121	Vegetales de hoja o tallo	01214	Lechugas y achicorias, frescas o refrigeradas	0121401	Achicoria, fresca o refrigerada	012140102	Achicoria (excepto orgánica), fresca o refrigerada	01214010299	Achicoria, fresca o refrigerada, n.c.p.	0121401029900	Achicoria, fresca o refrigerada, n.c.p.	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	012	Vegetales	0121	Vegetales de hoja o tallo	01214	Lechugas y achicorias, frescas o refrigeradas	0121402	Lechuga, fresca o refrigerada	012140201	Lechuga orgánica, fresca o refrigerada	01214020101	Lechuga criolla orgánica, fresca o refrigerada	0121402010100	Lechuga criolla orgánica, fresca o refrigerada	1%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	012	Vegetales	0121	Vegetales de hoja o tallo	01214	Lechugas y achicorias, frescas o refrigeradas	0121402	Lechuga, fresca o refrigerada	012140201	Lechuga orgánica, fresca o refrigerada	01214020199	Lechuga orgánica, fresca o refrigerada, n.c.p.	0121402019900	Lechuga orgánica, fresca o refrigerada, n.c.p.	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	012	Vegetales	0121	Vegetales de hoja o tallo	01214	Lechugas y achicorias, frescas o refrigeradas	0121402	Lechuga, fresca o refrigerada	012140202	Lechuga (excepto orgánica), fresca o refrigerada	01214020201	Lechuga "Boston", fresca o refrigerada	0121402020100	Lechuga "Boston", fresca o refrigerada	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	012	Vegetales	0121	Vegetales de hoja o tallo	01214	Lechugas y achicorias, frescas o refrigeradas	0121402	Lechuga, fresca o refrigerada	012140202	Lechuga (excepto orgánica), fresca o refrigerada	01214020202	Lechuga "frisee", fresca o refrigerada	0121402020200	Lechuga "frisee", fresca o refrigerada	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	012	Vegetales	0121	Vegetales de hoja o tallo	01214	Lechugas y achicorias, frescas o refrigeradas	0121402	Lechuga, fresca o refrigerada	012140202	Lechuga (excepto orgánica), fresca o refrigerada	01214020203	Lechuga "lolla rossa", fresca o refrigerada	0121402020300	Lechuga "lolla rossa", fresca o refrigerada	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	012	Vegetales	0121	Vegetales de hoja o tallo	01214	Lechugas y achicorias, frescas o refrigeradas	0121402	Lechuga, fresca o refrigerada	012140202	Lechuga (excepto orgánica), fresca o refrigerada	01214020204	Lechuga "iceberg", fresca o refrigerada	0121402020400	Lechuga "iceberg", fresca o refrigerada	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	012	Vegetales	0121	Vegetales de hoja o tallo	01214	Lechugas y achicorias, frescas o refrigeradas	0121402	Lechuga, fresca o refrigerada	012140202	Lechuga (excepto orgánica), fresca o refrigerada	01214020205	Lechuga morada, fresca o refrigerada	0121402020500	Lechuga morada, fresca o refrigerada	13%		
0	Productos de la agricultura, silvicultura y pesca	01	Productos de la agricultura, horticultura y jardinería comercial	012	Vegetales	0121	Vegetales de hoja o tallo	01214	Lechugas y achicorias, frescas o refrigeradas	0121402	Lechuga, fresca o refrigerada	012140202	Lechuga (excepto orgánica), fresca o refrigerada	01214020206	Lechuga romana o escarola, fresca o refrigerada	0121402020600	Lechuga romana o escarola, fresca o refrigerada	13%		
